code,term,dmd_id,dmd_type,bnf_code
39735311000001105,Cefalexin 250mg capsules,39735311000001105,VMP,0501021L0AAAAAA
716611000001106,Cefalexin 250mg capsules,716611000001106,AMP,0501021L0AAAAAA
34811000001107,Cefalexin 250mg capsules,34811000001107,AMP,0501021L0AAAAAA
606011000001105,Cefalexin 250mg capsules,606011000001105,AMP,0501021L0AAAAAA
10388711000001105,Cefalexin 250mg capsules,10388711000001105,AMP,0501021L0AAAAAA
22631111000001107,Cefalexin 250mg capsules,22631111000001107,AMP,0501021L0AAAAAA
37509711000001109,Cefalexin 250mg capsules,37509711000001109,AMP,0501021L0AAAAAA
3611000001101,Cefalexin 250mg capsules,3611000001101,AMP,0501021L0AAAAAA
763611000001104,Cefalexin 250mg capsules,763611000001104,AMP,0501021L0AAAAAA
27996311000001105,Cefalexin 250mg capsules,27996311000001105,AMP,0501021L0AAAAAA
30009611000001106,Cefalexin 250mg capsules,30009611000001106,AMP,0501021L0AAAAAA
38826011000001100,Cefalexin 250mg capsules,38826011000001100,AMP,0501021L0AAAAAA
19187811000001108,Cefalexin 250mg capsules,19187811000001108,AMP,0501021L0AAAAAA
9376611000001109,Cefalexin 250mg capsules,9376611000001109,AMP,0501021L0AAAAAA
17851911000001102,Cefalexin 250mg capsules,17851911000001102,AMP,0501021L0AAAAAA
612311000001107,Cefalexin 250mg capsules,612311000001107,AMP,0501021L0AAAAAA
29782311000001109,Cefalexin 250mg capsules,29782311000001109,AMP,0501021L0AAAAAA
758111000001108,Cefalexin 250mg capsules,758111000001108,AMP,0501021L0AAAAAA
216811000001100,Cefalexin 250mg capsules,216811000001100,AMP,0501021L0AAAAAA
21822811000001100,Cefalexin 250mg capsules,21822811000001100,AMP,0501021L0AAAAAA
39694811000001102,Cefalexin 500mg capsules,39694811000001102,VMP,0501021L0AAABAB
660211000001101,Cefalexin 500mg capsules,660211000001101,AMP,0501021L0AAABAB
596511000001107,Cefalexin 500mg capsules,596511000001107,AMP,0501021L0AAABAB
324911000001101,Cefalexin 500mg capsules,324911000001101,AMP,0501021L0AAABAB
10388911000001107,Cefalexin 500mg capsules,10388911000001107,AMP,0501021L0AAABAB
22631511000001103,Cefalexin 500mg capsules,22631511000001103,AMP,0501021L0AAABAB
37510111000001100,Cefalexin 500mg capsules,37510111000001100,AMP,0501021L0AAABAB
648411000001106,Cefalexin 500mg capsules,648411000001106,AMP,0501021L0AAABAB
850211000001103,Cefalexin 500mg capsules,850211000001103,AMP,0501021L0AAABAB
27996611000001100,Cefalexin 500mg capsules,27996611000001100,AMP,0501021L0AAABAB
30010111000001106,Cefalexin 500mg capsules,30010111000001106,AMP,0501021L0AAABAB
38826411000001109,Cefalexin 500mg capsules,38826411000001109,AMP,0501021L0AAABAB
19188011000001101,Cefalexin 500mg capsules,19188011000001101,AMP,0501021L0AAABAB
9376411000001106,Cefalexin 500mg capsules,9376411000001106,AMP,0501021L0AAABAB
17852111000001105,Cefalexin 500mg capsules,17852111000001105,AMP,0501021L0AAABAB
305811000001101,Cefalexin 500mg capsules,305811000001101,AMP,0501021L0AAABAB
29782711000001108,Cefalexin 500mg capsules,29782711000001108,AMP,0501021L0AAABAB
587511000001105,Cefalexin 500mg capsules,587511000001105,AMP,0501021L0AAABAB
86911000001101,Cefalexin 500mg capsules,86911000001101,AMP,0501021L0AAABAB
21823311000001104,Cefalexin 500mg capsules,21823311000001104,AMP,0501021L0AAABAB
323887008,Cefalexin 125mg/5ml oral suspension,323887008,VMP,0501021L0AAACAC
639611000001104,Cefalexin 125mg/5ml oral suspension,639611000001104,AMP,0501021L0AAACAC
640011000001104,Cefalexin 125mg/5ml oral suspension,640011000001104,AMP,0501021L0AAACAC
534211000001106,Cefalexin 125mg/5ml oral suspension,534211000001106,AMP,0501021L0AAACAC
10456111000001106,Cefalexin 125mg/5ml oral suspension,10456111000001106,AMP,0501021L0AAACAC
22631711000001108,Cefalexin 125mg/5ml oral suspension,22631711000001108,AMP,0501021L0AAACAC
37510911000001102,Cefalexin 125mg/5ml oral suspension,37510911000001102,AMP,0501021L0AAACAC
34311000001103,Cefalexin 125mg/5ml oral suspension,34311000001103,AMP,0501021L0AAACAC
30010411000001101,Cefalexin 125mg/5ml oral suspension,30010411000001101,AMP,0501021L0AAACAC
38825611000001102,Cefalexin 125mg/5ml oral suspension,38825611000001102,AMP,0501021L0AAACAC
18086311000001109,Cefalexin 125mg/5ml oral suspension,18086311000001109,AMP,0501021L0AAACAC
233111000001107,Cefalexin 125mg/5ml oral suspension,233111000001107,AMP,0501021L0AAACAC
15073911000001103,Cefalexin 125mg/5ml oral suspension,15073911000001103,AMP,0501021L0AAACAC
6211000001105,Cefalexin 125mg/5ml oral suspension,6211000001105,AMP,0501021L0AAACAC
560011000001100,Cefalexin 125mg/5ml oral suspension,560011000001100,AMP,0501021L0AAACAC
21826411000001101,Cefalexin 125mg/5ml oral suspension,21826411000001101,AMP,0501021L0AAACAC
323888003,Cefalexin 250mg/5ml oral suspension,323888003,VMP,0501021L0AAADAD
800711000001101,Cefalexin 250mg/5ml oral suspension,800711000001101,AMP,0501021L0AAADAD
707211000001109,Cefalexin 250mg/5ml oral suspension,707211000001109,AMP,0501021L0AAADAD
158511000001109,Cefalexin 250mg/5ml oral suspension,158511000001109,AMP,0501021L0AAADAD
10456311000001108,Cefalexin 250mg/5ml oral suspension,10456311000001108,AMP,0501021L0AAADAD
30136211000001103,Cefalexin 250mg/5ml oral suspension,30136211000001103,AMP,0501021L0AAADAD
37510711000001104,Cefalexin 250mg/5ml oral suspension,37510711000001104,AMP,0501021L0AAADAD
835511000001109,Cefalexin 250mg/5ml oral suspension,835511000001109,AMP,0501021L0AAADAD
30010611000001103,Cefalexin 250mg/5ml oral suspension,30010611000001103,AMP,0501021L0AAADAD
38827711000001100,Cefalexin 250mg/5ml oral suspension,38827711000001100,AMP,0501021L0AAADAD
18086511000001103,Cefalexin 250mg/5ml oral suspension,18086511000001103,AMP,0501021L0AAADAD
728211000001103,Cefalexin 250mg/5ml oral suspension,728211000001103,AMP,0501021L0AAADAD
15074111000001104,Cefalexin 250mg/5ml oral suspension,15074111000001104,AMP,0501021L0AAADAD
344611000001109,Cefalexin 250mg/5ml oral suspension,344611000001109,AMP,0501021L0AAADAD
887911000001102,Cefalexin 250mg/5ml oral suspension,887911000001102,AMP,0501021L0AAADAD
21826611000001103,Cefalexin 250mg/5ml oral suspension,21826611000001103,AMP,0501021L0AAADAD
36134311000001108,Cefalexin 500mg/5ml oral suspension,36134311000001108,VMP,0501021L0AAAEAE
30769411000001109,Cefalexin 500mg/5ml oral suspension,30769411000001109,AMP,0501021L0AAAEAE
31565211000001103,Cefalexin 500mg/5ml oral suspension,31565211000001103,AMP,0501021L0AAAEAE
8825611000001100,Cefalexin 500mg/5ml oral suspension,8825611000001100,AMP,0501021L0AAAEAE
32202211000001102,Cefalexin 500mg/5ml oral suspension,32202211000001102,AMP,0501021L0AAAEAE
15074311000001102,Cefalexin 500mg/5ml oral suspension,15074311000001102,AMP,0501021L0AAAEAE
