code,term,dmd_id,dmd_type,bnf_code
39687511000001109,Ciprofloxacin 250mg tablets,39687511000001109,VMP,0501120L0AAAAAA
170311000001103,Ciprofloxacin 250mg tablets,170311000001103,AMP,0501120L0AAAAAA
19834111000001108,Ciprofloxacin 250mg tablets,19834111000001108,AMP,0501120L0AAAAAA
18460011000001101,Ciprofloxacin 250mg tablets,18460011000001101,AMP,0501120L0AAAAAA
624611000001101,Ciprofloxacin 250mg tablets,624611000001101,AMP,0501120L0AAAAAA
211411000001108,Ciprofloxacin 250mg tablets,211411000001108,AMP,0501120L0AAAAAA
9795711000001102,Ciprofloxacin 250mg tablets,9795711000001102,AMP,0501120L0AAAAAA
10393211000001107,Ciprofloxacin 250mg tablets,10393211000001107,AMP,0501120L0AAAAAA
15988911000001106,Ciprofloxacin 250mg tablets,15988911000001106,AMP,0501120L0AAAAAA
19713611000001107,Ciprofloxacin 250mg tablets,19713611000001107,AMP,0501120L0AAAAAA
11017911000001103,Ciprofloxacin 250mg tablets,11017911000001103,AMP,0501120L0AAAAAA
7426211000001108,Ciprofloxacin 250mg tablets,7426211000001108,AMP,0501120L0AAAAAA
810711000001103,Ciprofloxacin 250mg tablets,810711000001103,AMP,0501120L0AAAAAA
44196511000001105,Ciprofloxacin 250mg tablets,44196511000001105,AMP,0501120L0AAAAAA
254711000001109,Ciprofloxacin 250mg tablets,254711000001109,AMP,0501120L0AAAAAA
38834811000001101,Ciprofloxacin 250mg tablets,38834811000001101,AMP,0501120L0AAAAAA
19729511000001101,Ciprofloxacin 250mg tablets,19729511000001101,AMP,0501120L0AAAAAA
38794711000001100,Ciprofloxacin 250mg tablets,38794711000001100,AMP,0501120L0AAAAAA
36574211000001108,Ciprofloxacin 250mg tablets,36574211000001108,AMP,0501120L0AAAAAA
10442211000001104,Ciprofloxacin 250mg tablets,10442211000001104,AMP,0501120L0AAAAAA
11401111000001103,Ciprofloxacin 250mg tablets,11401111000001103,AMP,0501120L0AAAAAA
17858211000001102,Ciprofloxacin 250mg tablets,17858211000001102,AMP,0501120L0AAAAAA
40673211000001108,Ciprofloxacin 250mg tablets,40673211000001108,AMP,0501120L0AAAAAA
42563811000001101,Ciprofloxacin 250mg tablets,42563811000001101,AMP,0501120L0AAAAAA
485011000001104,Ciprofloxacin 250mg tablets,485011000001104,AMP,0501120L0AAAAAA
15077111000001109,Ciprofloxacin 250mg tablets,15077111000001109,AMP,0501120L0AAAAAA
368511000001108,Ciprofloxacin 250mg tablets,368511000001108,AMP,0501120L0AAAAAA
18280611000001105,Ciprofloxacin 250mg tablets,18280611000001105,AMP,0501120L0AAAAAA
827711000001107,Ciprofloxacin 250mg tablets,827711000001107,AMP,0501120L0AAAAAA
370811000001102,Ciprofloxacin 250mg tablets,370811000001102,AMP,0501120L0AAAAAA
13743811000001101,Ciprofloxacin 250mg tablets,13743811000001101,AMP,0501120L0AAAAAA
36840911000001109,Ciprofloxacin 250mg tablets,36840911000001109,AMP,0501120L0AAAAAA
317211000001107,Ciprofloxacin 250mg tablets,317211000001107,AMP,0501120L0AAAAAA
21852511000001102,Ciprofloxacin 250mg tablets,21852511000001102,AMP,0501120L0AAAAAA
826011000001107,Ciprofloxacin 250mg tablets,826011000001107,AMP,0501120L0AAAAAA
39687811000001107,Ciprofloxacin 500mg tablets,39687811000001107,VMP,0501120L0AAAFAF
625611000001100,Ciprofloxacin 500mg tablets,625611000001100,AMP,0501120L0AAAFAF
19834311000001105,Ciprofloxacin 500mg tablets,19834311000001105,AMP,0501120L0AAAFAF
